clickability_test_id,n_variants,mean_ctr,max_ctr,min_ctr,total_impr,total_clicks,ctr_range,rel_lift
51436075220cb800020007b8,4,0.012591176833521327,0.017894736842105262,0.010385259631490788,11904,149,0.007509477210614474,0.596407890215797
51436076220cb800020007be,4,0.01504446409579836,0.016654049962149888,0.0136986301369863,10779,162,0.0029554198251635876,0.1964456697390093
51436079220cb800020008b8,4,0.02898793048534205,0.03852263701350278,0.01349787890474354,10553,306,0.02502475810875924,0.8632819828726022
5143607b220cb8000200091c,4,0.0407512043929909,0.07078367641747924,0.022963760315751706,10823,442,0.04781991610172753,1.1734601912760259
5143607b220cb8000200092a,4,0.017496475892211656,0.027097253155159613,0.009712364587224505,10856,189,0.01738488856793511,0.993622297143494
5143607c220cb80002000939,4,0.012600004495659348,0.017116774438950173,0.004795278495020288,10679,134,0.012321495943929884,0.9778961545747535
5143607d220cb80002000949,3,0.02769940466305364,0.04159896002599935,0.01455026455026455,9218,256,0.027048695475734803,0.9765081887053416
5143607d220cb80002000955,4,0.012684693955009192,0.015253636041149344,0.011623811201127158,11189,142,0.0036298248400221857,0.2861578570911256
5143607e220cb8000200095e,4,0.008238648326284763,0.013362224629830263,0.004718693284936479,11038,91,0.008643531344893783,1.0491443502106133
5143607e220cb80002000965,4,0.008975149677101146,0.0141321044546851,0.0035938903863432167,13087,117,0.010538214068341883,1.1741546879411582
51436081220cb8000200097b,4,0.008787155360063286,0.014885496183206106,0.005609573672400898,10740,94,0.00927592251080521,1.0556229098854129
51436081220cb8000200097d,4,0.0150643802649967,0.02132435465768799,0.010192937750273025,10916,164,0.011131416907414966,0.738922989967248
51436081220cb80002000981,4,0.0058950621960155835,0.008050402520126006,0.0026051358392259025,11119,66,0.005445266680900104,0.923699615006693
51436082220cb80002000988,5,0.011400116298262476,0.012832263978001834,0.00927213722763097,10785,123,0.0035601267503708647,0.3122886343636226
51436086220cb800020009a1,4,0.02655984632129886,0.031940197077811754,0.022111491747119277,12211,323,0.009828705330692477,0.37005881780312283
51436086220cb800020009a2,3,0.018887925466709417,0.02067437853802609,0.016516881224192374,12237,231,0.0041574973138337155,0.22011402581831654
51436087220cb800020009a9,4,0.018525354163920996,0.027591349739000747,0.01190919240788984,11009,204,0.015682157331110905,0.8465240228255743
51436089220cb800020009b5,2,0.012350271100650775,0.01251684960523782,0.01218369259606373,10528,130,0.00033315700917408916,0.026975683890577435
51436089220cb800020009bb,3,0.004911177122185641,0.008723235527359239,0.002976928801786157,11770,57,0.005746306725573082,1.1700467286375897
5143608a220cb800020009c0,4,0.01717351480130081,0.021062271062271064,0.012496367335077013,13087,224,0.008565903727194051,0.4987857073116579
5143608c220cb800020009d8,4,0.0220053470795563,0.024691358024691357,0.01927437641723356,10548,232,0.005416981607457797,0.2461666061377579
5143608e220cb800020009ec,2,0.02603727220658607,0.027200488997555013,0.02487405541561713,6448,168,0.0023264335819378826,0.0893501271361835
5143608e220cb800020009ed,3,0.032117942757940575,0.04598825831702544,0.02193419740777667,3045,98,0.02405406090924877,0.7489290671738881
5143608e220cb800020009f0,4,0.03253879208012596,0.04417821040808686,0.02522935779816514,10717,349,0.01894885260992172,0.5823465285146617
5143608f220cb800020009f5,4,0.010164273407773749,0.013563049853372434,0.0062134502923976605,10828,110,0.007349599560974774,0.7230816474647089
5143608f220cb800020009f6,4,0.0077845629840973315,0.011082379017362394,0.006190823015294974,10932,85,0.00489155600206742,0.6283661667405247
51436090220cb80002000a03,4,0.02078382402248033,0.026325026325026327,0.008366678792288106,11213,234,0.01795834753273822,0.8640540601822841
51436091220cb80002000a0c,4,0.008268581730192709,0.009876543209876543,0.005642633228840125,12810,106,0.004233909981036418,0.5120479084794318
